endpoint_key,json_path,observed_type,business_category,destination
subcontractor-invoices,$.summary.total_earned_less_retainage,string,money,column:primary
subcontractor-invoices,$.summary.total_retainage,string,money,column:primary
subcontractor-invoices,$.total_claimed_amount,string,money,column:primary
subcontractor-invoices,$.updated_at,string,date,column:primary
subcontractor-invoices,$.vendor_id,integer,identity,column:primary
subcontractor-invoices,$.vendor_name,string,company,column:primary
submittals,$,object,other,structural
submittals,$.approvers,array,person,child:procore_ep_submittals_approvers
submittals,$.approvers[],object,person,structural
submittals,$.approvers[].approver_type,string,person,column:$.approvers
submittals,$.approvers[].attachments,array,attachment,child:procore_ep_submittals_approvers_attachments
submittals,$.approvers[].attachments[],object,attachment,structural
submittals,$.approvers[].attachments[].filename,string,attachment,column:$.approvers[].attachments
submittals,$.approvers[].attachments[].id,integer,identity,column:$.approvers[].attachments
submittals,$.approvers[].attachments[].name,string,title,column:$.approvers[].attachments
submittals,$.approvers[].attachments[].url,string,attachment,column:$.approvers[].attachments
submittals,$.approvers[].comment,string,title,column:$.approvers
submittals,$.approvers[].days_to_respond,integer,other,column:$.approvers
submittals,$.approvers[].distributed,boolean,other,column:$.approvers
submittals,$.approvers[].due_date,string,date,column:$.approvers
submittals,$.approvers[].id,integer,identity,column:$.approvers
submittals,$.approvers[].response,object,other,structural
submittals,$.approvers[].response.considered,string,other,sidecar:child:$.approvers
submittals,$.approvers[].response.id,integer,identity,column:$.approvers
submittals,$.approvers[].response.name,string,title,column:$.approvers
submittals,$.approvers[].response_required,boolean,other,column:$.approvers
submittals,$.approvers[].returned_date,string,date,column:$.approvers
submittals,$.approvers[].sent_date,string,date,column:$.approvers
submittals,$.approvers[].submittal_associated_attachment_ids,array,attachment,sidecar:child:$.approvers
submittals,$.approvers[].submittal_associated_attachment_ids[],integer,attachment,structural
submittals,$.approvers[].user,object,other,structural
submittals,$.approvers[].user.id,integer,identity,column:$.approvers
submittals,$.approvers[].user.locale,string,other,sidecar:child:$.approvers
submittals,$.approvers[].user.login,string,person,column:$.approvers
submittals,$.approvers[].user.name,string,title,column:$.approvers
submittals,$.approvers[].workflow_group_number,integer,identity,column:$.approvers
submittals,$.attachments_count,integer,quantity,column:primary
submittals,$.ball_in_court,array,person,child:procore_ep_submittals_ball_in_court
submittals,$.ball_in_court[],object,person,structural
submittals,$.ball_in_court[].id,integer,identity,column:$.ball_in_court
submittals,$.ball_in_court[].locale,null,other,column:$.ball_in_court
submittals,$.ball_in_court[].login,string,person,column:$.ball_in_court
submittals,$.ball_in_court[].name,string,title,column:$.ball_in_court
submittals,$.buffer_time,null,other,column:primary
submittals,$.closed_at,string,date,column:primary
submittals,$.created_at,string,date,column:primary
submittals,$.created_by,object,person,structural
submittals,$.created_by.id,integer,identity,column:primary
submittals,$.created_by.locale,string,other,sidecar:primary
submittals,$.created_by.login,string,person,column:primary
submittals,$.created_by.name,string,title,column:primary
submittals,$.current_revision,boolean,other,column:primary
submittals,$.custom_fields,object,custom_field,structural
submittals,$.custom_fields.custom_field_77760,object,custom_field,structural
submittals,$.custom_fields.custom_field_77760.data_type,string,other,sidecar:primary
submittals,$.custom_fields.custom_field_77760.value,boolean,money,column:primary
submittals,$.custom_fields.custom_field_77761,object,custom_field,structural
submittals,$.custom_fields.custom_field_77761.data_type,string,other,sidecar:primary
submittals,$.custom_fields.custom_field_77761.value,object,money,column:primary
submittals,$.custom_fields.custom_field_77761.value.id,integer,identity,column:primary
submittals,$.custom_fields.custom_field_77761.value.label,string,title,column:primary
submittals,$.custom_fields.custom_field_77762,object,custom_field,structural
submittals,$.custom_fields.custom_field_77762.data_type,string,other,sidecar:primary
submittals,$.custom_fields.custom_field_77762.value,object,money,column:primary
submittals,$.custom_fields.custom_field_77762.value.company_name,string,company,column:primary
submittals,$.custom_fields.custom_field_77762.value.id,integer,identity,column:primary
submittals,$.custom_fields.custom_field_77762.value.label,string,title,column:primary
submittals,$.custom_fields.custom_field_77763,object,custom_field,structural
submittals,$.custom_fields.custom_field_77763.data_type,string,other,sidecar:primary
submittals,$.custom_fields.custom_field_77763.value,string,money,column:primary
submittals,$.custom_fields.custom_field_77764,object,custom_field,structural
submittals,$.custom_fields.custom_field_77764.data_type,string,other,sidecar:primary
submittals,$.custom_fields.custom_field_77764.value,string,money,column:primary
submittals,$.distributed_at,string,date,column:primary
submittals,$.due_date,string,date,column:primary
submittals,$.for_record_only,boolean,other,column:primary
submittals,$.formatted_number,string,identity,column:primary
submittals,$.id,integer,identity,column:primary
submittals,$.is_rejected,boolean,other,column:primary
submittals,$.issue_date,string,date,column:primary
submittals,$.location,object,other,column:primary
submittals,$.location.created_at,string,date,column:primary
submittals,$.location.id,integer,identity,column:primary
submittals,$.location.name,string,title,column:primary
submittals,$.location.node_name,string,title,column:primary
submittals,$.location.parent_id,null,identity,column:primary
submittals,$.location.updated_at,string,date,column:primary
submittals,$.number,string,identity,column:primary
submittals,$.open_date,string,date,column:primary
submittals,$.operation_item_errors,array,other,sidecar:primary
submittals,$.private,boolean,status,column:primary
submittals,$.received_date,string,date,column:primary
submittals,$.received_from,object,other,column:primary
submittals,$.received_from.id,integer,identity,column:primary
submittals,$.received_from.locale,string,other,sidecar:primary
submittals,$.received_from.login,string,person,column:primary
submittals,$.received_from.name,string,title,column:primary
submittals,$.rejected_submittal_log_approver_id,null,identity,column:primary
submittals,$.required_on_site_date,string,date,column:primary
submittals,$.responsible_contractor,object,person,column:primary
submittals,$.responsible_contractor.id,integer,identity,column:primary
submittals,$.responsible_contractor.name,string,title,column:primary
submittals,$.revision,string,other,column:primary
submittals,$.scheduled_task,null,other,column:primary
submittals,$.specification_section,object,other,column:primary
submittals,$.specification_section.current_revision_id,integer,identity,column:primary
submittals,$.specification_section.description,string,title,column:primary
submittals,$.specification_section.id,integer,identity,column:primary
submittals,$.specification_section.label,string,title,column:primary
submittals,$.specification_section.number,string,identity,column:primary
submittals,$.specification_section.specification_area_id,integer,identity,column:primary
submittals,$.specification_section.specification_area_name,string,title,column:primary
submittals,$.specification_section.viewable_document_id,null,identity,column:primary
submittals,$.status,object,status,structural
submittals,$.status.id,integer,identity,column:primary
submittals,$.status.name,string,title,column:primary
submittals,$.status.status,string,status,column:primary
submittals,$.sub_job,null,other,column:primary
submittals,$.submit_by,string,other,column:primary
submittals,$.submittal_manager,object,person,structural
submittals,$.submittal_manager.id,integer,identity,column:primary
submittals,$.submittal_manager.locale,string,other,sidecar:primary
submittals,$.submittal_manager.login,string,person,column:primary
submittals,$.submittal_manager.name,string,title,column:primary
submittals,$.submittal_package,object,other,column:primary
submittals,$.submittal_package.attachments,array,attachment,sidecar:primary
submittals,$.submittal_package.attachments_count,integer,quantity,column:primary
submittals,$.submittal_package.created_by,object,person,structural
submittals,$.submittal_package.created_by.id,integer,identity,column:primary
submittals,$.submittal_package.created_by.locale,null,other,sidecar:primary
submittals,$.submittal_package.created_by.login,string,person,column:primary
submittals,$.submittal_package.created_by.name,string,title,column:primary
submittals,$.submittal_package.description,string,title,column:primary
submittals,$.submittal_package.id,integer,identity,column:primary
submittals,$.submittal_package.number,string,identity,column:primary
submittals,$.submittal_package.specification_section_id,integer,identity,column:primary
submittals,$.submittal_package.submittal_ids,array,other,sidecar:primary
submittals,$.submittal_package.submittal_ids[],integer,other,structural
submittals,$.submittal_package.title,string,title,column:primary
submittals,$.submittal_package.updated_at,string,date,column:primary
submittals,$.submittal_workflow_template,object,other,column:primary
submittals,$.submittal_workflow_template.id,integer,identity,column:primary
submittals,$.submittal_workflow_template.name,string,title,column:primary
submittals,$.submittal_workflow_template_applied_at,string,date,column:primary
